"","network","round","adopters","high_status","high_degree","tau_type"
"500",5,100,10000,TRUE,FALSE,"random_tau"
"501",6,1,1742,TRUE,FALSE,"random_tau"
"502",6,2,2991,TRUE,FALSE,"random_tau"
"503",6,3,4314,TRUE,FALSE,"random_tau"
"504",6,4,5835,TRUE,FALSE,"random_tau"
"505",6,5,7492,TRUE,FALSE,"random_tau"
"506",6,6,8856,TRUE,FALSE,"random_tau"
"507",6,7,9687,TRUE,FALSE,"random_tau"
"508",6,8,9956,TRUE,FALSE,"random_tau"
"509",6,9,9999,TRUE,FALSE,"random_tau"
"510",6,10,10000,TRUE,FALSE,"random_tau"
"511",6,11,10000,TRUE,FALSE,"random_tau"
"512",6,12,10000,TRUE,FALSE,"random_tau"
